# Viterbi_decoding posterior_decoding posterior_mean
1.75	1.75	1.74999999597
1.75	1.75	1.74998996503
1.75	1.75	1.74997997388
1.75	1.75	1.74997002341
1.75	1.75	1.74996011449
1.75	1.75	1.74995024796
1.75	1.75	1.74994042468
1.75	1.75	1.74993064548
1.75	1.75	1.74992091118
1.75	1.75	1.74991122261
1.75	1.75	1.74990158057
1.75	1.75	1.74989198586
1.75	1.75	1.74988243925
1.75	1.75	1.74987294154
1.75	1.75	1.74986349349
1.75	1.75	1.74985409585
1.75	1.75	1.74984474939
1.75	1.75	1.74983545485
1.75	1.75	1.74982621295
1.75	1.75	1.74981702443
1.75	1.75	1.74980789001
1.75	1.75	1.74979881039
1.75	1.75	1.74978978629
1.75	1.75	1.74978081839
1.75	1.75	1.74977190739
1.75	1.75	1.74976305396
1.75	1.75	1.74975425879
1.75	1.75	1.74974552253
1.75	1.75	1.74973684587
1.75	1.75	1.74972822944
1.75	1.75	1.74971967389
1.75	1.75	1.74971117989
1.75	1.75	1.74970274805
1.75	1.75	1.74969437901
1.75	1.75	1.7496860734
1.75	1.75	1.74967783184
1.75	1.75	1.74966965495
1.75	1.75	1.74966154333
1.75	1.75	1.7496534976
1.75	1.75	1.74964551836
1.75	1.75	1.7496376062
1.75	1.75	1.74962976171
1.75	1.75	1.7496219855
1.75	1.75	1.74961427813
1.75	1.75	1.7496066402
1.75	1.75	1.74959907228
1.75	1.75	1.74959157495
1.75	1.75	1.74958414877
1.75	1.75	1.74957679432
1.75	1.75	1.74956951216
1.75	1.75	1.74956230285
1.75	1.75	1.74955516696
1.75	1.75	1.74954810504
1.75	1.75	1.74954111764
1.75	1.75	1.74953420533
1.75	1.75	1.74952736864
1.75	1.75	1.74952060813
1.75	1.75	1.74951392435
1.75	1.75	1.74950731784
1.75	1.75	1.74950078915
1.75	1.75	1.74949433882
1.75	1.75	1.7494879674
1.75	1.75	1.74948167542
1.75	1.75	1.74947546342
1.75	1.75	1.74946933196
1.75	1.75	1.74946328156
1.75	1.75	1.74945731277
1.75	1.75	1.74945142612
1.75	1.75	1.74944562217
1.75	1.75	1.74943990143
1.75	1.75	1.74943426447
1.75	1.75	1.74942871181
1.75	1.75	1.749423244
1.75	1.75	1.74941786158
1.75	1.75	1.7494125651
1.75	1.75	1.74940735509
1.75	1.75	1.74940223211
1.75	1.75	1.7493971967
1.75	1.75	1.74939224942
1.75	1.75	1.7493873908
1.75	1.75	1.7493826214
1.75	1.75	1.74937794179
1.75	1.75	1.74937335251
1.75	1.75	1.74936885412
1.75	1.75	1.74936444719
1.75	1.75	1.74936013227
1.75	1.75	1.74935590994
1.75	1.75	1.74935178077
1.75	1.75	1.74934774532
1.75	1.75	1.74934380418
1.75	1.75	1.74933995792
1.75	1.75	1.74933620712
1.75	1.75	1.74933255238
1.75	1.75	1.74932899429
1.75	1.75	1.74932553343
1.75	1.75	1.74932217041
1.75	1.75	1.74931890583
1.75	1.75	1.74931574029
1.75	1.75	1.74931267442
1.75	1.75	1.74930970883
1.75	1.75	1.74930684413
1.75	1.75	1.74930408096
1.75	1.75	1.74930141994
1.75	1.75	1.74929886173
1.75	1.75	1.74929640695
1.75	1.75	1.74929405626
1.75	1.75	1.74929181031
1.75	1.75	1.74928966976
1.75	1.75	1.74928763528
1.75	1.75	1.74928570755
1.75	1.75	1.74928388724
1.75	1.75	1.74928217504
1.75	1.75	1.74928057165
1.75	1.75	1.74927907776
1.75	1.75	1.74927769408
1.75	1.75	1.74927642132
1.75	1.75	1.74927526022
1.75	1.75	1.7492742115
1.75	1.75	1.74927327589
1.75	1.75	1.74927245415
1.75	1.75	1.74927174702
1.75	1.75	1.74927115527
1.75	1.75	1.74927067968
1.75	1.75	1.74927032102
